timestamp,BTC
2021-01-02,0.09758139423904498
2021-01-03,0.1241702848084861
2021-01-04,0.09322509916792837
2021-01-05,0.15472986585993614
2021-01-06,0.23779488650288066
2021-01-07,0.31038400005026884
2021-01-08,0.3392183909813262
2021-01-09,0.326844289412165
2021-01-10,0.27914701975060124
2021-01-11,0.20606981374986977
2021-01-12,0.16794110896560735
2021-01-13,0.26644361281627404
2021-01-14,0.3131336418249906
2021-01-15,0.25164573388258227
2021-01-16,0.2317957804745658
2021-01-17,0.2274705288829915
2021-01-18,0.2500802493290202
2021-01-19,0.2283040160229422
2021-01-20,0.21738952706252965
2021-01-21,0.08726670468018496
2021-01-22,0.15562354242058773
2021-01-23,0.1282334906231989
2021-01-24,0.13412849686882014
2021-01-25,0.13347163927554634
2021-01-26,0.14030682831444047
2021-01-27,0.07583316395735877
2021-01-28,0.17512533298894756
2021-01-29,0.20115408329695667
2021-01-30,0.20181973752329188
2021-01-31,0.16802775531312028
2021-02-01,0.18073654329903174
2021-02-02,0.23910342252903405
2021-02-03,0.29961592151858657
2021-02-04,0.2816888144812828
2021-02-05,0.3192128948173135
2021-02-06,0.34247764557968735
2021-02-07,0.3322793068989439
2021-02-08,0.5279608697815126
2021-02-09,0.5288482503769403
2021-02-10,0.4935193491534534
2021-02-11,0.5650959377822159
2021-02-12,0.5505479364314103
2021-02-13,0.5475418558638907
2021-02-14,0.5779004013016488
2021-02-15,0.5640554297148445
2021-02-16,0.5894055639329615
2021-02-17,0.6503164599808238
2021-02-18,0.6393015316223071
2021-02-19,0.7243902873219966
2021-02-20,0.7228111665694325
2021-02-21,0.7510534090211549
2021-02-22,0.6926911503196211
2021-02-23,0.5967004398326144
2021-02-24,0.6124784868839025
2021-02-25,0.5599116410495757
2021-02-26,0.5434564827575532
2021-02-27,0.5389115503496307
2021-02-28,0.5186558248797584
2021-03-01,0.6167470790668474
2021-03-02,0.5936717644030074
2021-03-03,0.6332873107095099
2021-03-04,0.5938227086102023
2021-03-05,0.601775460007979
2021-03-06,0.6045542697842717
2021-03-07,0.6472272688574334
2021-03-08,0.6754296992696505
2021-03-09,0.7228906386695256
2021-03-10,0.7416495906883437
2021-03-11,0.7755234729353064
2021-03-12,0.765987082480099
2021-03-13,0.8353935725699979
2021-03-14,0.798991021850129
2021-03-15,0.7415610426387482
2021-03-16,0.7650589700057523
2021-03-17,0.800276814542401
2021-03-18,0.778922996016615
2021-03-19,0.7856664957144486
2021-03-20,0.786639139296008
2021-03-21,0.7740969254575051
2021-03-22,0.716871128590857
2021-03-23,0.7218672896533154
2021-03-24,0.683476480829786
2021-03-25,0.6646900224197831
