timestamp,Backtest
2021-01-03,-0.02718889056944113
2021-01-04,-0.05873407620999886
2021-01-05,0.002170690482008908
2021-01-06,0.08463571112495341
2021-01-07,0.1566248246723416
2021-01-08,0.1271904337412842
2021-01-09,0.13896453531044545
2021-01-10,0.09066726564888172
2021-01-11,0.01699005964815023
2021-01-12,0.05451876443241265
2021-01-13,-0.04458373941825402
2021-01-14,-0.09187376842697056
2021-01-15,-0.030985860484562228
2021-01-16,-0.051435813892578675
2021-01-17,-0.056361065484153004
2021-01-18,-0.03435134503812434
2021-01-19,-0.05672757834420232
2021-01-20,-0.06824206730461488
2021-01-21,0.061280755077729815
2021-01-22,-0.007676082662672973
2021-01-23,-0.035666134460061824
2021-01-24,-0.04216114070568308
2021-01-25,-0.04341799829895688
2021-01-26,-0.05085318733785102
2021-01-27,-0.11592685169493272
2021-01-28,-0.2158190207265215
2021-01-29,-0.19039027041851242
2021-01-30,-0.19032461619217722
2021-01-31,-0.2247165984023488
2021-02-01,-0.2380253863882603
2021-02-02,-0.18025850715825797
2021-02-03,-0.12034600816870544
2021-02-04,-0.1388731152060092
2021-02-05,-0.1019490348699785
2021-02-06,-0.07928428410760467
2021-02-07,-0.06968594542686127
2021-02-08,0.1253956174557074
2021-02-09,0.12568299805113506
2021-02-10,0.0897540968276482
2021-02-11,0.16073068545641073
2021-02-12,0.14558268410560513
2021-02-13,0.14197660353808556
2021-02-14,0.1717351489758437
2021-02-15,0.1717351489758437
2021-02-16,0.19648528319396072
2021-02-17,0.25679617924182296
2021-02-18,0.24518125088330622
2021-02-19,0.3296700065829958
2021-02-20,0.3274908858304316
2021-02-21,0.3551331282821541
2021-02-22,0.2961708695806204
2021-02-23,0.19958015909361373
2021-02-24,0.21475820614490182
2021-02-25,0.2667250519792286
2021-02-26,0.24966989368720613
2021-02-27,0.25361482609512864
2021-02-28,0.23275910062525634
2021-03-01,0.33025035481234544
2021-03-02,0.30657504014850545
2021-03-03,0.34559058645500806
2021-03-04,0.3844551885543158
2021-03-05,0.3759024371565391
2021-03-06,0.3725236273802463
2021-03-07,0.3292506283070846
2021-03-08,0.3568530587193016
2021-03-09,0.4037139981191768
2021-03-10,0.4218729501379948
2021-03-11,0.45514683238495757
2021-03-12,0.44501044192975014
2021-03-13,0.5138169320196491
2021-03-14,0.4768143812997802
2021-03-15,0.5336443605111609
2021-03-16,0.556542287878165
2021-03-17,0.5911601324148137
2021-03-18,0.5692063138890278
2021-03-19,0.5618628141911941
2021-03-20,0.5602901706096347
2021-03-21,0.5471479567711318
2021-03-22,0.48932215990448374
2021-03-23,0.4837259988420254
2021-03-24,0.5215168076655547
2021-03-25,0.5397032660755575
2021-03-26,0.46692060963830184
2021-03-27,0.480821790812207
2021-03-28,0.47981124413312126
2021-03-29,0.5127836516382247
2021-03-30,0.5315680972686015
2021-03-31,0.53119039822123
2021-04-01,0.5303016766744579
2021-04-02,0.533678032155876
2021-04-03,0.533678032155876
2021-04-04,0.5138259670780292
2021-04-05,0.5305486554243579
2021-04-06,0.5099732657606991
2021-04-07,0.4742058527396864
