timestamp,Actual
2024-01-01,2.2638936083366397
2024-01-02,2.2802390054965054
2024-01-03,2.3269981475094577
2024-01-04,2.2961924274893875
2024-01-05,2.295628672669911
2024-01-06,2.290756417186315
2024-01-07,2.2910595807612952
2024-01-08,2.220878166772603
2024-01-09,2.2019994255489963
2024-01-10,2.189494121508349
2024-01-11,2.1958632405105565
2024-01-12,2.271852814056185
2024-01-13,2.269911347791491
2024-01-14,2.2952528504614937
2024-01-15,2.2759610601373286
2024-01-16,2.2608250140359525
2024-01-17,2.2683301771361313
2024-01-18,2.301860316699933
2024-01-19,2.293056692585634
2024-01-20,2.2917438144541906
2024-01-21,2.293825396923645
2024-01-22,2.3416358067610905
2024-01-23,2.3328749862814497
2024-01-24,2.3275419586228194
2024-01-25,2.330073289900203
2024-01-26,2.283091639323154
2024-01-27,2.2754161676250413
2024-01-28,2.2728922776620464
2024-01-29,2.242152729053249
2024-01-30,2.2330214175460275
2024-01-31,2.240758187641768
2024-02-01,2.2281259041864514
2024-02-02,2.2249860064324265
2024-02-03,2.2287767247872967
2024-02-04,2.2379947391340185
2024-02-05,2.2345147970147474
2024-02-06,2.224868796391693
2024-02-07,2.195319723639477
2024-02-08,2.173450183885426
2024-02-09,2.2136483424568163
2024-02-10,2.226133041742199
2024-02-11,2.237491326017516
2024-02-12,2.27084752785838
2024-02-13,2.26529794472861
2024-02-14,2.3074938011689152
2024-02-15,2.308348750795626
2024-02-16,2.3125697086671595
2024-02-17,2.3029704431054103
2024-02-18,2.3119757991943817
2024-02-19,2.3044358134921707
2024-02-20,2.294500444661147
2024-02-21,2.2858789980472682
2024-02-22,2.2744651447494286
2024-02-23,2.284485427736125
2024-02-24,2.2675338631895943
2024-02-25,2.2700887735517696
2024-02-26,2.216427722530711
2024-02-27,2.262841482879407
2024-02-28,2.3570894447537993
2024-02-29,2.335931864806321
2024-03-01,2.355384705094345
2024-03-02,2.3610428541430486
2024-03-03,2.378795559418202
2024-03-04,2.4592025475549892
2024-03-05,2.525210646066626
2024-03-06,2.561954855643472
2024-03-07,2.550134192686782
2024-03-08,2.569127433302903
2024-03-09,2.5711660292589134
2024-03-10,2.5799516074169646
2024-03-11,2.6250315751859215
2024-03-12,2.6154133516387534
2024-03-13,2.592096917572074
2024-03-14,2.568631405781724
2024-03-15,2.594668926144019
2024-03-16,2.654471128234251
2024-03-17,2.6064824119177445
2024-03-18,2.6173933567385497
2024-03-19,2.7008297150004474
2024-03-20,2.604991542925339
2024-03-21,2.5699686801924893
2024-03-22,2.5955191625703993
2024-03-23,2.597961805000377
2024-03-24,2.6479784834341262
2024-03-25,2.6869200298600586
2024-03-26,2.688086319050941
2024-03-27,2.6947902785507996
2024-03-28,2.6754062837052164
2024-03-29,2.688008088365939
2024-03-30,2.6836672223733435
2024-03-31,2.7077793213940495
2024-04-01,2.683875928879721
2024-04-02,2.623093719410568
2024-04-03,2.615326043111684
2024-04-04,2.5765567040910726
2024-04-05,2.5662603697463964
2024-04-06,2.5815215906977156
2024-04-07,2.5876152040443046
2024-04-08,2.5536298254474508
2024-04-09,2.587754421315377
2024-04-10,2.565583135623391
2024-04-11,2.5738411443328464
2024-04-12,2.6149109037810563
2024-04-13,2.6619259084581017
2024-04-14,2.687541233209391
2024-04-15,2.65305920156767
2024-04-16,2.6583305308037977
2024-04-17,2.6183609089585507
2024-04-18,2.582000270964607
2024-04-19,2.576003470586327
2024-04-20,2.5928018909640187
2024-04-21,2.5924391893374463
2024-04-22,2.6205747064242413
2024-04-23,2.614110490867897
2024-04-24,2.6456888652890873
2024-04-25,2.641527775794924
2024-04-26,2.6522493264441294
2024-04-27,2.656789823426813
2024-04-28,2.661434151400714
2024-04-29,2.6488826674512085
2024-04-30,2.6982682569653873
2024-05-01,2.7363088774312643
2024-05-02,2.723206240558261
2024-05-03,2.657951542717765
2024-05-04,2.673428559663466
2024-05-05,2.674765479037827
2024-05-06,2.6873726635211437
2024-05-07,2.700181972910827
2024-05-08,2.717851203680058
2024-05-09,2.686311619423568
2024-05-10,2.721744926322854
2024-05-11,2.720631582678773
2024-05-12,2.709398323237767
2024-05-13,2.6850999518906016
2024-05-14,2.7061444024105326
2024-05-15,2.6304044766585077
2024-05-16,2.615332331420247
2024-05-17,2.587710525990126
2024-05-18,2.5856906991761517
2024-05-19,2.5754397914226823
2024-05-20,2.4959275428213967
2024-05-21,2.4771693848033043
2024-05-22,2.4901024843191855
2024-05-23,2.5071175391016736
2024-05-24,2.4979263499969835
2024-05-25,2.4866766357779237
2024-05-26,2.4974768478547618
2024-05-27,2.4831999677945205
2024-05-28,2.497298757771702
2024-05-29,2.507711259159771
2024-05-30,2.496537557935899
2024-05-31,2.5079941171894946
2024-06-01,2.504119377962617
2024-06-02,2.503420556737588
2024-06-03,2.487401544527736
2024-06-04,2.4616938123571015
2024-06-05,2.4689331436124147
2024-06-06,2.4725969694155197
2024-06-07,2.4925108759522976
2024-06-08,2.492350502918007
2024-06-09,2.487128791110939
2024-06-10,2.4880847622938935
2024-06-11,2.5196604179981326
2024-06-12,2.5331675412263865
2024-06-13,2.5542958769741424
2024-06-14,2.5648822191854777
2024-06-15,2.561647440408469
2024-06-16,2.554403800195039
2024-06-17,2.556525337698696
2024-06-18,2.575814885343497
2024-06-19,2.578534921137873
2024-06-20,2.5767090534822987
2024-06-21,2.5873651055376845
2024-06-22,2.5849576727627994
2024-06-23,2.5680874614773255
2024-06-24,2.613714293072913
2024-06-25,2.5881563928348315
2024-06-26,2.6024128382627274
2024-06-27,2.588308095418072
2024-06-28,2.6080105818768664
2024-06-29,2.5982660869422483
2024-06-30,2.568419991751005
2024-07-01,2.565947962104428
2024-07-02,2.577435355180853
2024-07-03,2.60766909764546
2024-07-04,2.659588696369882
2024-07-05,2.6667193132941485
2024-07-06,2.6945815135630298
2024-07-07,2.7349513500341027
2024-07-08,2.7496725873395427
2024-07-09,2.7726549633591873
2024-07-10,2.777502793619894
2024-07-11,2.7836870658918884
2024-07-12,2.792758063541747
2024-07-13,2.8146913277546384
2024-07-14,2.8409967708638466
2024-07-15,2.9048176641265266
2024-07-16,2.9093103812627312
2024-07-17,2.894031101151979
2024-07-18,2.8919339689641053
2024-07-19,2.9330459764687955
2024-07-20,2.939465558355663
2024-07-21,2.9544015994671513
2024-07-22,2.944426507741536
2024-07-23,2.9203773409365956
2024-07-24,2.91119827930844
2024-07-25,2.9041362215186997
2024-07-26,2.871463790581993
2024-07-27,2.87073562794803
2024-07-28,2.86509980405748
2024-07-29,2.8859831912642
2024-07-30,2.8942341143339783
2024-07-31,2.8700924505013803
2024-08-01,2.858237346154443
2024-08-02,2.916497882822691
2024-08-03,2.9288948234752543
2024-08-04,2.8864389953807654
2024-08-05,2.8146129980809347
2024-08-06,2.850819871709496
2024-08-07,2.8343531209821506
2024-08-08,2.9527468581538785
2024-08-09,2.93834207772968
2024-08-10,2.9390790596697345
2024-08-11,2.9024024097217955
2024-08-12,2.9125447286655897
2024-08-13,2.932624490716844
2024-08-14,2.9006076875247926
2024-08-15,2.8806191651344677
2024-08-16,2.8566532409911285
2024-08-17,2.866478880997313
2024-08-18,2.847743229349802
2024-08-19,2.829873178433637
2024-08-20,2.822278040517464
2024-08-21,2.8579140893928123
2024-08-22,2.844714285727891
2024-08-23,2.904926316899442
2024-08-24,2.905833658355237
2024-08-25,2.906381567009158
2024-08-26,2.88424397787937
2024-08-27,2.829141106416158
2024-08-28,2.8222364203369854
2024-08-29,2.8163288453496955
2024-08-30,2.811902355589348
2024-08-31,2.813916728038431
2024-09-01,2.7849192722387373
2024-09-02,2.8165186991448157
2024-09-03,2.787831434586907
2024-09-04,2.7958090297968217
2024-09-05,2.764160514658276
2024-09-06,2.7240561536831702
2024-09-07,2.7272983349740465
2024-09-08,2.713680854568615
2024-09-09,2.7526580943734276
2024-09-10,2.762565004552501
2024-09-11,2.7567019562893766
2024-09-12,2.769912124929091
2024-09-13,2.809918282551416
2024-09-14,2.801176851234198
2024-09-15,2.786178188038509
2024-09-16,2.77012146601416
2024-09-17,2.805508885884578
2024-09-18,2.8290342321794304
2024-09-19,2.8091324712744052
2024-09-20,2.812486265279831
2024-09-21,2.8141782821597117
2024-09-22,2.817333774053345
2024-09-23,2.81269812185891
2024-09-24,2.8269633474991336
2024-09-25,2.843871815321409
2024-09-26,2.811254159586068
2024-09-27,2.820026410661075
2024-09-28,2.8205382061880373
2024-09-29,2.8160702396658497
2024-09-30,2.7810160377813995
2024-10-01,2.7404185650681994
2024-10-02,2.7423540762098044
2024-10-03,2.740030299472708
2024-10-04,2.761978716900841
